EARNINGS,S,SM,SF,MALE,AGE,ETHBLACK,ETHHISP,DATE,EXP
20.6601,12,12,12,0,32,0,0,1995,15
17.78245,9,12,12,1,31,0,0,1995,17
12.52888,12,12,12,0,30,0,0,1995,13
10.12345,12,12,17,1,31,0,0,1995,14
14.75722,12,10,8,1,33,0,0,1995,16
7.58521,16,14,16,0,33,0,0,1995,12
10.33005,12,12,7,1,33,0,0,1995,16
19.86321,13,12,12,1,32,0,0,1995,14
13.94557,14,6,6,1,32,0,0,1995,13
8.514915,12,6,6,1,30,0,0,1995,13
17.14789,13,15,12,0,30,1,0,1995,12
13.50285,9,11,10,1,32,0,0,1995,18
14.01936,12,12,13,1,31,0,0,1995,14
15.31799,16,12,12,0,32,0,0,1995,11
17.91526,13,14,16,0,32,0,0,1995,14
9.060931,13,12,12,0,32,0,0,1995,14
14.18169,11,12,13,1,29,0,0,1995,13
12.57315,10,13,12,1,31,0,0,1995,16
21.25039,12,14,14,1,33,0,0,1995,16
9.931607,12,12,12,1,30,0,0,1995,13
67.39621,16,16,14,1,33,0,0,1995,12
10.33005,16,15,16,1,32,0,0,1995,11
17.72342,15,12,12,0,33,1,0,1995,13
12.46985,12,12,12,0,32,1,0,1995,15
11.80577,12,2,3,0,33,0,1,1995,16
28.37813,18,16,13,1,31,0,0,1995,8
13.11917,16,16,16,0,29,0,0,1995,8
12.10092,12,12,12,1,29,0,0,1995,12
14.58013,14,7,11,0,33,0,0,1995,14
12.75024,12,12,19,0,33,0,0,1995,16
23.50825,18,19,8,0,32,0,0,1995,9
41.42351,14,9,8,1,32,0,0,1995,13
10.46287,12,10,16,1,32,0,0,1995,15
17.70866,12,12,12,1,32,0,0,1995,15
8.854331,12,12,8,1,30,0,1,1995,13
22.13583,12,9,11,1,32,0,0,1995,15
25.82513,13,15,15,1,32,0,0,1995,14
18.44652,12,12,12,0,31,0,0,1995,14
22.34243,12,15,14,0,31,0,0,1995,14
23.68533,14,16,16,0,30,0,0,1995,11
8.116469,8,6,5,1,31,0,0,1995,18
42.55982,15,11,13,0,31,0,0,1995,11
20.58632,16,9,12,1,30,0,0,1995,9
12.91257,18,12,20,0,33,0,0,1995,10
23.64106,13,12,18,1,33,0,0,1995,15
31.35909,16,12,12,1,31,0,0,1995,10
24.82164,16,12,12,1,30,0,0,1995,9
14.89003,12,10,7,0,32,0,0,1995,15
10.33005,12,12,14,1,30,0,0,1995,13
8.116469,12,12,12,0,30,0,0,1995,13
22.6966,13,12,16,1,33,0,0,1995,15
7.378609,10,12,14,0,32,0,0,1995,17
11.80577,12,11,10,1,31,1,0,1995,14
7.009678,12,11,10,1,29,1,0,1995,12
8.116469,14,10,12,1,33,1,0,1995,14
19.2139,14,12,12,1,33,0,1,1995,14
13.47334,13,12,12,0,31,0,1,1995,13
10.33005,15,10,11,0,30,0,1,1995,10
26.32688,12,11,14,1,32,0,1,1995,15
12.24849,12,12,12,0,33,1,0,1995,16
21.02904,12,11,9,1,31,1,0,1995,14
8.470643,12,12,12,0,31,0,0,1995,14
10.53665,12,12,12,1,30,0,0,1995,13
20.6601,14,12,11,1,32,0,0,1995,13
11.06791,12,12,10,1,32,0,0,1995,15
16.27721,12,10,13,0,31,0,0,1995,14
17.72342,13,16,15,1,32,0,0,1995,14
9.592192,12,8,7,1,33,0,0,1995,16
9.223261,14,9,7,0,30,0,0,1995,11
14.75722,10,9,9,0,33,0,0,1995,18
18.44652,12,12,12,0,32,0,0,1995,15
15.59838,12,12,20,0,30,0,0,1995,13
11.06791,12,12,12,0,33,0,0,1995,16
9.223261,13,8,16,0,33,0,0,1995,15
14.81625,14,12,12,1,32,0,0,1995,13
16.20342,16,16,12,1,32,0,0,1995,11
16.26245,12,12,8,1,30,0,0,1995,13
18.44652,12,16,17,1,33,0,0,1995,16
19.86321,12,14,13,1,30,1,0,1995,13
8.426372,12,13,12,1,30,0,0,1995,13
29.89812,16,16,16,1,33,0,0,1995,12
15.59838,12,12,8,1,32,0,1,1995,15
17.85623,14,12,8,0,30,0,1,1995,11
6.271818,16,12,14,1,30,0,0,1995,9
7.74754,11,12,14,0,32,0,0,1995,16
42.55982,18,16,15,0,31,0,0,1995,8
29.9424,19,14,15,0,33,0,0,1995,9
15.30324,13,13,13,0,32,1,0,1995,14
14.75722,12,12,16,0,31,0,0,1995,14
14.75722,12,12,16,0,29,0,0,1995,12
7.378609,11,16,14,1,32,0,0,1995,16
23.92145,14,16,14,0,31,0,0,1995,12
11.80577,12,12,15,0,33,0,0,1995,16
38.59012,20,12,12,1,31,0,0,1995,6
19.03681,12,14,16,0,33,0,0,1995,16
14.75722,8,12,10,0,33,0,0,1995,20
34.0449,16,12,16,1,33,1,0,1995,12
20.94049,12,8,12,0,31,0,0,1995,14
24.54125,13,8,11,0,30,0,0,1995,12
56.91859,12,9,14,1,33,0,0,1995,16
29.51443,12,9,13,1,31,0,0,1995,14
23.40495,14,9,12,0,30,0,0,1995,11
8.234528,14,7,13,1,31,0,0,1995,12
22.13583,8,7,13,1,29,0,0,1995,16
11.6582,11,12,16,1,32,0,0,1995,16
29.73579,14,13,20,1,30,0,0,1995,11
16.23294,14,16,12,1,30,0,0,1995,11
29.51443,12,12,12,1,32,0,0,1995,15
21.79641,12,12,12,0,33,0,0,1995,16
13.72421,12,12,11,0,33,0,1,1995,16
21.17661,16,12,12,1,32,0,0,1995,11
9.429862,13,7,11,1,32,0,1,1995,14
30.149,16,12,8,1,31,0,0,1995,10
14.3145,13,12,7,0,33,0,0,1995,15
11.80577,15,12,12,1,30,0,0,1995,10
37.02586,12,10,12,1,32,0,0,1995,15
25.02824,12,12,12,1,33,0,0,1995,16
19.47953,12,12,11,1,33,0,0,1995,16
83.00935,17,12,12,0,31,0,0,1995,9
27.49269,12,12,12,1,33,0,0,1995,16
13.23722,12,8,13,0,33,0,0,1995,16
19.75991,13,8,13,0,31,0,0,1995,13
14.75722,12,8,13,1,29,0,0,1995,12
17.53157,12,13,8,1,30,0,0,1995,13
17.14789,17,14,17,0,32,0,0,1995,10
8.854331,12,16,16,1,33,0,0,1995,16
16.08537,12,12,12,0,30,0,0,1995,13
29.97191,12,16,12,1,33,0,0,1995,16
15.67216,12,12,12,0,31,0,0,1995,14
13.51761,12,12,18,1,33,0,0,1995,16
59.58965,20,12,10,1,33,0,0,1995,8
17.70866,12,12,12,1,32,0,0,1995,15
17.85623,16,12,12,0,31,0,0,1995,10
49.65804,12,8,8,1,32,0,0,1995,15
28.24531,12,12,10,1,30,0,0,1995,13
56.75626,12,13,14,1,32,0,0,1995,15
44.27165,12,13,15,1,31,0,0,1995,14
25.10203,15,12,14,1,32,0,0,1995,12
13.2815,12,12,6,0,31,0,0,1995,14
11.80577,12,11,8,0,30,0,0,1995,13
34.31053,13,12,16,1,30,0,0,1995,12
27.75833,16,12,16,1,33,0,0,1995,12
25.08727,14,11,11,0,30,0,0,1995,11
36.89304,14,16,20,1,32,0,0,1995,13
23.24262,16,12,16,0,31,0,0,1995,10
19.18438,16,8,8,1,33,0,0,1995,12
13.67994,14,12,16,1,30,0,0,1995,11
22.13583,12,12,12,1,32,0,0,1995,15
8.854331,12,12,12,1,33,0,0,1995,16
23.98048,13,12,16,1,31,0,0,1995,13
32.34782,18,16,18,0,33,0,0,1995,10
12.52888,16,16,17,0,30,0,0,1995,9
63.05759,16,12,16,1,31,0,0,1995,10
28.40764,16,14,12,1,30,0,0,1995,9
41.14312,14,13,14,1,33,0,0,1995,14
23.61155,14,10,15,1,31,0,0,1995,12
39.72643,16,12,16,0,33,0,0,1995,12
36.89304,12,12,14,1,29,0,0,1995,12
36.89304,12,10,8,0,33,1,0,1995,16
11.06791,12,10,12,0,31,0,0,1995,14
7.378609,11,10,9,0,30,0,0,1995,14
12.57315,12,12,10,1,31,0,0,1995,14
10.03491,12,11,8,0,32,0,0,1995,15
7.378609,8,10,12,1,30,0,0,1995,17
10.69898,12,12,12,1,30,0,0,1995,13
7.009678,12,9,8,1,30,0,0,1995,13
17.70866,12,11,8,1,31,0,0,1995,14
19.33196,12,12,12,1,32,0,0,1995,15
39.28371,18,13,14,1,31,0,0,1995,8
10.69898,17,14,15,1,30,0,0,1995,8
6.758806,12,13,12,0,32,0,0,1995,15
10.90558,12,12,12,1,31,0,0,1995,14
9.725007,16,11,16,0,33,0,0,1995,12
14.90479,12,12,10,1,30,0,0,1995,13
10.6252,12,12,8,0,33,0,0,1995,16
10.84655,12,12,9,0,31,0,0,1995,14
15.64265,12,10,12,0,33,0,0,1995,16
9.001903,12,9,12,0,31,0,0,1995,14
25.08727,12,12,12,1,32,0,0,1995,15
8.116469,12,12,12,0,29,0,0,1995,12
22.93272,16,12,12,1,31,0,0,1995,10
23.40495,16,12,12,0,30,0,0,1995,9
21.27991,16,12,10,0,33,0,0,1995,12
8.928117,13,12,13,0,32,0,0,1995,14
10.10869,11,8,11,0,31,0,0,1995,15
25.22009,16,12,16,0,32,0,0,1995,11
14.13741,14,16,16,1,30,0,0,1995,11
11.43684,16,14,8,0,33,0,0,1995,12
18.60885,12,12,8,1,32,0,0,1995,15
28.37813,16,13,17,1,33,0,0,1995,12
34.0449,16,13,18,1,31,0,0,1995,10
36.16994,16,13,16,1,29,0,0,1995,8
20.52729,18,13,16,1,29,0,0,1995,6
22.50476,14,9,12,1,33,0,0,1995,14
31.60996,17,9,12,0,31,0,0,1995,9
8.854331,13,14,12,0,30,0,0,1995,12
14.49159,13,12,13,0,31,0,0,1995,13
7.895112,13,12,12,0,30,0,0,1995,12
22.13583,17,12,11,0,32,0,0,1995,10
6.640748,12,12,10,0,30,0,0,1995,13
8.854331,12,12,10,1,29,0,0,1995,12
12.42558,13,11,8,1,33,0,0,1995,15
12.33703,12,11,8,0,32,0,0,1995,15
14.75722,12,12,12,1,31,0,0,1995,14
7.378609,13,12,12,1,30,0,0,1995,12
9.784036,15,9,9,0,30,0,0,1995,10
5.165026,18,12,12,0,31,0,0,1995,8
24.82164,16,12,12,0,33,0,0,1995,12
11.46636,17,12,13,0,31,0,0,1995,9
30.2523,16,12,12,0,33,0,0,1995,12
10.34481,12,12,12,0,33,0,0,1995,16
15.36226,18,12,11,0,30,0,0,1995,7
17.82672,12,13,13,1,33,0,0,1995,16
17.98905,16,12,12,1,32,0,0,1995,11
21.98825,16,12,14,1,30,0,0,1995,9
25.08727,16,12,13,1,33,0,0,1995,12
12.05665,12,8,12,0,31,0,0,1995,14
13.70946,12,10,9,1,31,0,0,1995,14
17.70866,12,12,12,1,29,0,0,1995,12
22.00301,8,11,12,1,33,0,0,1995,20
14.89003,12,9,9,0,33,0,0,1995,16
8.175499,13,12,14,0,29,0,0,1995,11
24.39368,16,12,12,0,30,0,0,1995,9
10.77277,12,12,10,0,33,0,0,1995,16
16.23294,8,9,3,1,31,0,0,1995,18
17.42827,13,12,12,0,31,0,0,1995,13
12.24849,12,8,10,1,30,0,0,1995,13
9.503649,8,7,7,1,33,0,1,1995,20
13.2815,12,11,8,0,32,0,0,1995,15
12.1747,12,12,12,0,30,0,0,1995,13
15.43605,14,12,12,0,31,0,0,1995,12
27.77308,12,12,12,1,32,0,0,1995,15
25.8694,14,12,12,0,31,0,0,1995,12
14.75722,12,8,11,1,32,0,1,1995,15
22.72611,14,8,11,0,31,0,1,1995,12
34.57616,15,12,12,0,29,0,0,1995,9
12.24849,12,12,12,1,29,0,1,1995,12
14.831,12,8,8,1,30,0,0,1995,13
8.426372,12,12,11,0,32,0,0,1995,15
11.80577,11,12,11,1,30,0,0,1995,14
25.79562,16,16,16,0,33,0,0,1995,12
13.16344,20,16,16,0,32,0,0,1995,7
20.48302,15,12,16,0,30,0,1,1995,10
18.88924,15,14,16,0,32,0,0,1995,12
10.33005,18,16,20,1,31,0,0,1995,8
5.99143,17,16,20,0,32,0,0,1995,10
19.53856,16,10,20,1,31,0,0,1995,10
26.84338,14,12,16,0,33,0,0,1995,14
24.96921,18,12,16,1,32,0,0,1995,9
17.14789,14,12,12,1,30,0,1,1995,11
24.11329,17,19,20,1,33,0,0,1995,11
22.13583,13,18,14,0,33,0,0,1995,15
6.434147,14,13,12,1,31,0,0,1995,12
52.12249,16,14,16,1,33,0,0,1995,12
10.13821,14,12,16,1,30,0,0,1995,11
16.60187,13,12,12,1,33,0,0,1995,15
31.91986,18,11,16,1,32,0,0,1995,9
14.75722,15,12,15,0,29,0,0,1995,9
17.01507,18,12,14,1,30,0,0,1995,7
5.224055,13,14,9,0,30,1,0,1995,12
20.48302,17,12,12,0,33,0,0,1995,11
24.58553,12,9,7,1,33,0,0,1995,16
9.592192,11,7,10,1,31,0,0,1995,15
14.71295,13,12,12,0,30,0,0,1995,12
51.07473,16,12,14,1,32,0,0,1995,11
11.06791,12,12,10,0,31,1,0,1995,14
26.82862,16,12,12,1,31,0,0,1995,10
23.64106,12,12,12,1,33,0,0,1995,16
11.18597,14,12,12,0,31,0,0,1995,12
14.75722,12,12,11,1,30,0,0,1995,13
8.116469,12,12,12,0,30,0,0,1995,13
10.84655,14,12,12,0,31,0,0,1995,12
11.20073,12,12,11,0,30,0,0,1995,13
12.38131,14,9,8,0,30,0,0,1995,11
14.97858,12,18,11,0,33,0,1,1995,16
23.78864,16,16,10,0,31,0,1,1995,10
13.19295,12,10,8,1,33,0,0,1995,16
21.39797,12,12,12,1,32,0,0,1995,15
12.64694,12,10,12,0,31,0,0,1995,14
11.80577,12,8,10,0,29,0,0,1995,12
17.42827,12,12,16,1,32,0,0,1995,15
42.24991,12,14,12,0,32,0,0,1995,15
12.15995,13,12,16,0,30,0,0,1995,12
24.54125,12,12,14,1,33,0,0,1995,16
41.14312,16,16,16,1,30,0,0,1995,9
16.57236,18,13,12,1,33,0,0,1995,10
29.33735,13,13,12,1,32,0,0,1995,14
14.75722,12,7,8,0,33,0,0,1995,16
14.58013,13,12,14,1,33,0,0,1995,15
6.699777,12,12,12,0,31,0,0,1995,14
18.44652,14,15,18,0,30,0,0,1995,11
14.75722,12,12,12,1,30,0,0,1995,13
12.14519,13,14,14,1,33,0,0,1995,15
13.2815,12,12,12,1,32,0,0,1995,15
17.70866,12,12,12,1,30,0,0,1995,13
9.592192,12,12,12,0,32,0,0,1995,15
27.22707,13,12,12,1,30,0,1,1995,12
19.86321,12,14,16,1,30,0,0,1995,13
7.378609,11,12,12,0,31,0,0,1995,15
11.06791,12,12,7,1,30,0,0,1995,13
11.80577,10,12,9,1,32,0,0,1995,17
10.69898,10,11,6,1,30,0,1,1995,15
24.82164,12,12,12,0,31,0,0,1995,14
16.60187,12,12,12,0,33,0,0,1995,16
15.9378,14,12,12,1,33,0,0,1995,14
11.43684,12,12,9,0,31,0,0,1995,14
16.38051,13,10,12,1,30,0,0,1995,12
10.77277,10,4,2,1,30,0,0,1995,15
28.59949,16,3,3,1,33,0,1,1995,12
12.57315,20,5,5,1,32,0,1,1995,7
16.23294,15,5,3,0,30,0,1,1995,10
10.33005,13,16,14,1,32,0,0,1995,14
16.23294,16,16,16,1,30,0,0,1995,9
15.49508,12,18,20,1,33,0,0,1995,16
5.711043,12,16,16,1,32,0,0,1995,15
14.28499,13,12,16,1,30,0,0,1995,12
19.92225,13,11,12,0,31,0,0,1995,13
14.38829,12,8,8,0,31,0,0,1995,14
15.49508,13,12,12,1,30,0,0,1995,12
16.23294,11,10,8,1,31,0,0,1995,15
8.4854,12,8,8,0,32,0,0,1995,15
16.6609,12,7,8,0,31,0,0,1995,14
17.70866,9,7,7,1,33,0,0,1995,19
16.60187,12,13,13,1,33,0,0,1995,16
18.31371,12,12,14,1,31,0,0,1995,14
14.18169,13,12,12,0,33,0,0,1995,15
26.94668,15,10,14,1,30,0,0,1995,10
7.378609,12,9,9,1,30,0,0,1995,13
7.009678,13,5,12,0,32,0,0,1995,14
25.39717,16,16,16,0,31,0,0,1995,10
12.54364,12,10,11,1,29,0,0,1995,12
14.75722,12,12,10,1,30,0,0,1995,13
20.43875,12,16,14,1,31,0,0,1995,14
6.404633,12,16,12,0,30,0,0,1995,13
7.378609,14,12,12,1,32,0,0,1995,13
10.33005,10,12,9,1,33,0,0,1995,18
14.18169,13,12,12,1,32,0,0,1995,14
34.0449,16,19,16,1,33,0,0,1995,12
17.01507,12,12,12,1,32,0,0,1995,15
25.52999,16,12,12,1,31,0,0,1995,10
9.164232,16,12,16,1,30,0,0,1995,9
10.63995,13,12,16,1,32,0,0,1995,14
16.39527,14,13,12,1,32,0,0,1995,13
33.5284,16,14,16,1,30,0,0,1995,9
10.04967,14,12,12,1,33,0,0,1995,14
13.87178,17,12,12,0,30,0,0,1995,8
17.85623,12,8,9,1,32,0,0,1995,15
12.91257,12,7,7,1,29,0,0,1995,12
6.935892,13,12,12,0,31,0,0,1995,13
22.13583,12,11,12,1,33,0,0,1995,16
17.70866,10,11,12,1,32,0,0,1995,17
11.80577,14,11,12,1,31,0,0,1995,12
8.500157,12,14,9,1,32,0,0,1995,15
17.64963,16,10,12,1,33,0,0,1995,12
18.15138,13,10,12,0,32,0,0,1995,14
8.116469,12,10,12,0,30,0,0,1995,13
14.74246,16,15,16,0,30,0,0,1995,9
19.71564,15,12,12,0,30,0,0,1995,10
16.07061,12,9,9,1,33,0,0,1995,16
21.27991,13,8,12,1,33,0,0,1995,15
36.31751,16,14,12,0,33,0,0,1995,12
20.42399,16,12,12,0,31,0,0,1995,10
10.03491,18,12,12,1,32,0,0,1995,9
10.47762,17,12,12,1,30,0,0,1995,8
17.29546,12,12,12,1,33,0,0,1995,16
28.99793,16,8,8,1,31,0,0,1995,10
10.33005,12,12,8,1,31,0,0,1995,14
50.67628,12,12,12,1,33,0,0,1995,16
18.91875,13,12,18,0,31,0,0,1995,13
59.11742,12,17,8,1,32,0,0,1995,15
8.278799,10,12,10,1,30,0,0,1995,15
25.4562,12,15,14,1,31,0,0,1995,14
16.54284,15,12,12,1,33,0,0,1995,13
27.10901,16,12,12,1,31,0,0,1995,10
12.39606,14,12,11,0,31,0,0,1995,12
20.82243,14,12,8,0,33,0,0,1995,14
13.65043,12,12,8,0,30,0,0,1995,13
45.3932,12,8,8,1,33,0,0,1995,16
12.15995,12,12,12,1,33,0,0,1995,16
10.40384,12,12,12,0,31,0,0,1995,14
33.77927,16,14,16,0,33,0,0,1995,12
32.76102,16,14,16,1,31,0,0,1995,10
13.88654,12,14,16,1,30,0,0,1995,13
7.009678,12,6,12,1,32,0,0,1995,15
10.19724,8,9,7,1,30,0,0,1995,17
14.09314,14,12,11,0,31,0,0,1995,12
11.1417,8,7,4,1,32,0,0,1995,19
14.75722,7,8,9,1,30,0,0,1995,18
9.961123,12,7,7,0,33,0,0,1995,16
18.91875,12,7,7,1,32,0,0,1995,15
15.11139,13,12,10,0,33,0,0,1995,15
16.23294,12,5,0,1,30,0,0,1995,13
17.70866,8,7,4,1,30,0,0,1995,17
13.51761,12,7,7,1,31,0,0,1995,14
6.271818,6,9,8,0,30,0,0,1995,19
9.592192,12,5,6,1,32,0,0,1995,15
8.042684,11,11,11,0,31,1,0,1995,15
22.6966,17,12,16,0,31,0,0,1995,9
11.80577,12,12,11,1,33,1,0,1995,16
12.35179,16,12,11,0,30,1,0,1995,9
6.714534,12,13,12,0,32,0,0,1995,15
14.89003,12,12,12,1,31,0,0,1995,14
12.10092,12,12,6,1,32,0,0,1995,15
11.4516,9,12,6,0,31,0,0,1995,17
16.23294,13,10,11,1,31,0,0,1995,13
12.66169,12,12,10,0,32,0,0,1995,15
9.961123,10,8,12,0,31,0,0,1995,16
13.2815,12,11,8,1,30,0,0,1995,13
10.47762,13,12,12,0,30,1,0,1995,12
16.60187,9,8,8,1,32,0,0,1995,18
14.75722,12,12,6,1,33,0,0,1995,16
13.65043,12,8,8,0,29,0,0,1995,12
14.75722,12,9,9,1,32,0,0,1995,15
8.854331,12,7,3,0,32,1,0,1995,15
12.54364,12,7,3,1,30,1,0,1995,13
11.80577,12,7,3,1,29,1,0,1995,12
21.82593,14,12,12,1,31,0,0,1995,12
32.9086,17,12,8,1,32,0,0,1995,10
12.54364,12,10,14,0,31,0,0,1995,14
10.47762,12,12,7,0,31,0,0,1995,14
10.47762,12,12,7,0,30,0,0,1995,13
12.54364,9,6,11,1,29,0,0,1995,15
13.82751,12,6,3,1,32,0,0,1995,15
14.75722,16,12,6,0,33,0,0,1995,12
23.95096,17,12,12,1,33,0,0,1995,11
12.75024,12,12,12,0,31,0,0,1995,14
14.38829,12,12,12,0,33,0,0,1995,16
12.21898,12,12,9,0,32,0,0,1995,15
11.9681,12,10,8,0,32,0,0,1995,15
13.13392,12,10,8,0,30,0,0,1995,13
11.06791,12,12,11,0,31,0,0,1995,14
13.2815,12,10,12,1,32,0,0,1995,15
8.706758,12,10,12,1,30,0,0,1995,13
9.931607,12,10,8,0,33,0,0,1995,16
16.11488,12,12,6,1,31,0,0,1995,14
24.11329,12,12,9,1,33,0,0,1995,16
12.29276,9,7,6,1,32,0,0,1995,18
18.44652,12,11,7,1,31,0,0,1995,14
8.854331,12,9,8,1,33,0,0,1995,16
11.77626,12,12,8,0,32,0,0,1995,15
7.378609,12,12,12,1,31,1,0,1995,14
8.337829,12,12,12,0,30,1,0,1995,13
15.67216,16,12,12,1,33,1,0,1995,12
14.87528,12,12,12,0,31,1,0,1995,14
13.00111,16,12,11,1,30,0,0,1995,9
10.40384,12,12,12,0,29,0,0,1995,12
8.116469,12,10,12,1,32,1,0,1995,15
6.862106,12,12,12,0,33,1,0,1995,16
21.7669,14,16,12,0,30,1,0,1995,11
13.1782,12,10,12,0,31,1,0,1995,14
26.94668,17,15,12,1,33,0,0,1995,11
44.19787,16,12,17,0,30,0,0,1995,9
19.18438,14,16,12,0,31,0,0,1995,12
29.88337,12,12,11,1,29,0,0,1995,12
7.378609,12,8,11,1,31,0,0,1995,14
29.63249,16,12,0,0,30,0,0,1995,9
16.85274,12,12,10,1,33,0,0,1995,16
14.75722,12,12,12,1,30,0,0,1995,13
10.69898,12,12,11,0,32,0,0,1995,15
25.19057,11,0,0,1,29,0,0,1995,13
12.01238,18,12,12,1,30,0,0,1995,7
28.59949,12,10,12,1,30,0,0,1995,13
29.51443,12,16,16,1,32,0,0,1995,15
19.18438,12,9,9,0,32,0,1,1995,15
30.79832,12,9,9,0,30,0,1,1995,13
23.61155,10,10,10,1,32,0,0,1995,17
18.04808,13,12,8,1,32,0,0,1995,14
37.60139,16,12,8,1,30,0,0,1995,9
7.378609,12,8,8,0,33,0,0,1995,16
18.41701,12,10,6,0,31,0,0,1995,14
17.14789,16,15,18,1,31,1,0,1995,10
10.13821,12,15,18,0,30,1,0,1995,13
15.34751,13,12,12,1,30,0,0,1995,12
23.25738,12,12,12,0,30,0,0,1995,13
27.66978,16,12,12,1,31,0,0,1995,10
7.58521,12,8,8,0,33,0,0,1995,16
8.116469,8,8,8,0,30,0,0,1995,17
10.86131,13,12,11,0,33,0,0,1995,15
8.854331,10,8,9,0,31,0,0,1995,16
30.73928,15,14,18,1,33,0,0,1995,13
25.23484,12,12,17,1,31,0,0,1995,14
21.07331,12,11,12,1,31,1,0,1995,14
7.74754,13,14,10,1,29,0,1,1995,11
23.1098,15,9,3,0,30,1,0,1995,10
15.67216,12,12,12,0,30,1,0,1995,13
19.86321,13,16,11,1,31,1,0,1995,13
11.80577,14,6,9,0,33,0,1,1995,14
16.80847,16,12,12,0,32,1,0,1995,11
10.65471,8,12,6,0,31,0,0,1995,18
9.429862,12,15,16,0,30,0,0,1995,13
15.49508,13,13,13,0,31,0,0,1995,13
28.37813,16,13,12,0,30,0,0,1995,9
11.06791,14,12,17,1,33,0,0,1995,14
16.18867,12,12,12,1,31,0,0,1995,14
11.25976,12,12,13,1,30,0,0,1995,13
39.34274,11,6,12,0,30,0,1,1995,14
16.7642,12,14,14,1,33,0,0,1995,16
10.92034,16,15,14,1,30,0,0,1995,9
10.33005,10,8,8,1,33,0,1,1995,18
16.9708,12,8,8,0,33,0,0,1995,16
6.271818,16,17,16,0,30,1,0,1995,9
39.34274,16,12,16,0,30,0,0,1995,9
31.21152,16,14,14,1,31,0,0,1995,10
21.6636,12,12,12,1,32,0,0,1995,15
10.33005,13,12,8,1,31,0,0,1995,13
27.44843,12,8,8,1,32,1,0,1995,15
11.06791,12,8,8,0,31,1,0,1995,14
6.640748,12,8,10,1,31,0,0,1995,14
13.2815,13,3,3,1,29,0,1,1995,11
14.13741,12,8,0,1,32,0,1,1995,15
12.76499,12,9,1,0,30,0,0,1995,13
26.96144,12,16,17,1,31,0,0,1995,14
21.27991,12,16,16,0,30,0,0,1995,13
29.63249,17,15,19,0,31,1,0,1995,9
56.75626,19,14,20,0,31,0,0,1995,7
28.17153,16,14,20,1,30,0,0,1995,9
30.149,17,14,16,0,33,0,0,1995,11
8.4854,12,9,10,1,33,1,0,1995,16
36.11091,20,12,15,1,32,0,1,1995,7
15.80498,12,5,14,1,31,0,1,1995,14
22.6966,14,12,16,1,33,0,1,1995,14
22.13583,15,12,12,1,31,1,0,1995,11
8.854331,12,12,12,1,31,0,0,1995,14
9.223261,15,12,13,0,32,0,0,1995,12
9.592192,14,12,10,0,33,0,0,1995,14
39.20993,15,10,8,0,32,1,0,1995,12
11.21549,11,14,12,1,31,0,0,1995,15
18.10711,18,12,12,1,31,0,1,1995,8
23.61155,12,12,16,1,32,0,0,1995,15
23.40495,16,12,20,1,30,0,0,1995,9
19.86321,17,11,13,1,30,0,0,1995,8
10.63995,12,12,13,0,32,0,0,1995,15
17.33973,12,11,11,1,32,0,0,1995,15
20.17312,16,17,15,0,32,0,0,1995,11
14.16693,16,12,14,0,30,0,0,1995,9
14.01936,12,9,8,1,33,0,0,1995,16
8.264042,17,9,12,1,30,0,0,1995,8
17.36925,12,12,12,1,31,0,0,1995,14
8.839573,17,12,12,1,32,0,0,1995,10
11.06791,16,17,20,0,33,0,0,1995,12
19.86321,20,18,20,0,30,0,0,1995,5
34.0449,19,13,12,1,32,1,0,1995,8
21.27991,12,12,16,0,32,0,0,1995,15
46.11631,19,16,19,0,32,0,0,1995,8
11.06791,16,20,20,1,31,0,1,1995,10
9.592192,16,20,20,1,30,0,0,1995,9
19.6271,15,12,12,0,33,0,0,1995,13
14.46207,12,12,12,0,33,0,0,1995,16
44.27165,16,12,12,1,31,0,0,1995,10
12.18946,12,11,10,0,32,0,0,1995,15
16.4543,18,13,14,1,29,0,0,1995,6
15.68692,12,12,11,1,30,0,0,1995,13
7.378609,12,12,12,1,30,0,0,1995,13
20.40923,15,8,11,0,30,0,0,1995,10
20.33545,12,12,11,0,31,0,0,1995,14
14.38829,14,12,12,0,33,0,1,1995,14
24.49698,12,8,16,1,32,0,0,1995,15
34.0449,16,17,16,1,32,0,1,1995,11
19.15487,12,13,16,1,29,0,0,1995,12
13.42907,11,12,12,1,32,0,0,1995,16
53.50967,16,16,14,1,30,0,0,1995,9
7.673753,9,3,8,0,32,0,0,1995,18
14.63916,12,10,7,1,32,1,0,1995,15
7.74754,12,10,7,0,30,1,0,1995,13
9.592192,12,10,12,0,33,1,0,1995,16
10.33005,12,10,12,1,30,1,0,1995,13
13.2815,10,10,10,0,33,0,0,1995,18
13.42907,10,9,15,0,31,0,0,1995,16
27.47,16,8,16,0,30,0,0,2011,8.519231
28.85,14,15,17,1,29,0,1,2011,6.480769
13,13,12,12,0,30,0,1,2011,8.692307
18.38,15,14,12,0,29,0,1,2011,1.153846
10.5,14,12,13,0,28,0,1,2011,2.961539
29.19,15,10,10,0,28,0,1,2011,2.557692
12.86,8,12,12,0,28,0,1,2011,1.884615
14.1,17,12,12,0,28,1,0,2011,5.673077
42,16,12,12,1,29,0,0,2011,7.5
60,18,16,16,0,30,0,0,2011,3.826923
8.89,16,14,16,0,31,0,0,2011,8.788462
5,17,12,12,0,28,0,0,2011,4.75
