ID,FEMALE,MALE,AGE,ETHBLACK,ETHHISP,ETHWHITE,S,MARISTAT,SINGLE,MARRIED,COHABIT,OTHSING,ASVABC,CHILDREN,EARNINGS,HOURS,TENURE,CHILDL06,CHILDL16,WORKING,EXP
3800,0,1,28,0,1,0,16,1,0,0,1,0,.5088058,2,12.5,40,1.75,0,0,1,1.75
3801,1,0,31,1,0,0,12,2,1,0,0,0,-.7373057,2,9,20,.2115385,0,1,1,4.346154
3803,1,0,31,0,0,1,12,3,0,1,0,0,.6686475,4,80,1,2.25,1,0,1,8.942307
3805,0,1,31,0,0,1,12,2,1,0,0,0,.4956812,4,14,40,.8269231,0,0,1,11.53846
3806,1,0,31,1,0,0,7,2,1,0,0,0,-2.505028,4,8.1,40,4.423077,1,0,1,8.826923
3807,1,0,27,1,0,0,17,1,0,0,1,0,-.0768835,8,14.73,40,1.346154,0,0,1,2.711539
3808,0,1,31,1,0,0,10,3,0,1,0,0,-2.083419,5,10.75,40,4.019231,1,0,1,7.942307
3809,0,1,28,1,0,0,12,2,1,0,0,0,.7306687,5,,,0,0,0,0,0
3810,1,0,30,0,1,0,10,2,1,0,0,0,-.4172438,9,,,0,0,0,0,4.788462
3811,0,1,30,0,1,0,9,3,0,1,0,0,-.8471228,4,9,40,3.942308,0,1,1,8.903846
3812,1,0,29,1,0,0,11,2,1,0,0,0,-1.894031,4,7.5,21,7.711538,1,0,1,7.711538
3814,0,1,30,0,0,1,14,3,0,1,0,0,-.2245133,3,18.75,40,3.903846,0,0,1,7.173077
3815,1,0,30,0,1,0,12,2,1,0,0,0,.1677357,3,3,40,.0384615,0,1,1,6.365385
3816,0,1,28,0,0,1,16,2,1,0,0,0,1.244609,3,38.46,30,5.807693,0,0,1,5.807693
3819,1,0,31,0,0,1,12,3,0,1,0,0,.1172934,3,9.34,30,12.34615,1,0,1,12.34615
3820,1,0,28,0,0,1,10,2,1,0,0,0,-.0355366,3,7.25,15,.4615385,1,0,1,6.384615
3821,1,0,27,1,0,0,14,2,1,0,0,0,.1255221,1,10,40,2.307692,0,0,1,5.903846
3822,1,0,29,0,0,1,19,8,0,0,0,1,1.428082,1,29.33,40,2.865385,0,0,1,3.576923
3827,0,1,27,1,0,0,14,2,1,0,0,0,-2.135049,7,10.5,40,.2115385,0,0,1,3.173077
3828,1,0,30,0,0,1,8,8,0,0,0,1,-.8457702,8,7.85,30,.3846154,0,1,1,6.153846
3829,0,1,29,0,0,1,12,6,0,0,0,1,-.6538219,2,11.25,30,1.5,0,0,1,8.961538
3830,1,0,31,0,0,1,9,3,0,1,0,0,-.7129057,3,,,0,0,1,0,.9423077
3831,0,1,29,0,0,1,10,7,0,0,1,0,-1.568947,3,12.5,40,2.346154,0,1,1,12.38461
3832,1,0,30,0,0,1,16,3,0,1,0,0,.9917477,3,23.16,40,1.903846,0,1,1,6.615385
3833,1,0,31,0,0,1,16,2,1,0,0,0,-.0082784,2,7.59,20,1.076923,0,1,1,4.25
3837,1,0,28,0,0,1,15,3,0,1,0,0,.4196831,1,7.25,17,4.807693,1,0,1,4.807693
3838,1,0,28,0,0,1,19,3,0,1,0,0,1.292917,3,15,2,.4615385,0,0,1,2.673077
3840,0,1,29,0,0,1,12,3,0,1,0,0,-2.374946,3,9,40,.9615384,0,0,1,8.538462
3841,1,0,29,1,0,0,14,2,1,0,0,0,.6074985,2,13.71,40,1.788462,0,0,1,1.788462
3844,0,1,31,1,0,0,12,2,1,0,0,0,-1.514053,5,14.5,40,11.03846,1,0,1,12.92308
3845,0,1,27,1,0,0,13,2,1,0,0,0,-1.19644,5,17.35,40,7.557693,0,0,1,7.557693
3847,1,0,27,0,0,1,12,2,1,0,0,0,.1423768,4,9.31,40,4.173077,0,0,1,7.692307
3848,0,1,27,0,0,1,10,2,1,0,0,0,.3067157,2,9.75,40,1.230769,0,0,1,6.865385
3849,0,1,27,0,0,1,11,3,0,1,0,0,.4146127,1,11,15,.1538462,1,0,1,7.884615
3850,0,1,30,0,0,1,20,2,1,0,0,0,1.674024,2,21.73,45,1.288462,0,0,1,1.884615
3852,0,1,29,0,0,1,14,3,0,1,0,0,1.629423,2,19.1,40,5.673077,1,0,1,9.711538
3854,0,1,28,1,0,0,12,1,0,0,1,0,.0900679,5,13,40,.0961538,1,0,1,11.61539
3855,1,0,31,1,0,0,17,3,0,1,0,0,.5839385,4,14.53,37,4.288462,1,0,1,6.903846
3856,1,0,29,1,0,0,18,2,1,0,0,0,-.9819493,2,20,5,.0961538,0,0,1,1.019231
3857,0,1,29,1,0,0,14,2,1,0,0,0,-2.065595,2,9.5,40,.5384616,0,0,1,8.153846
3859,0,1,31,1,0,0,12,1,0,0,1,0,-1.667336,2,,,0,0,0,0,1.153846
3860,0,1,28,1,0,0,11,4,0,0,0,1,-.7334344,1,12.04,45,3.692308,1,0,1,8.5
3862,1,0,28,1,0,0,16,2,1,0,0,0,-.4939402,6,9.75,20,2.019231,0,0,1,2.019231
3863,0,1,31,1,0,0,12,2,1,0,0,0,-.7775751,9,15.32,62,1.038462,0,1,1,11.34615
3864,1,0,30,1,0,0,12,2,1,0,0,0,-1.854471,4,11.1,30,8.038462,0,1,1,11.23077
3865,1,0,30,1,0,0,17,1,0,0,1,0,.3581328,6,17.57,40,7.75,0,1,1,7.75
3867,1,0,29,1,0,0,16,3,0,1,0,0,-.684918,4,12,40,5.307693,1,0,1,5.384615
3868,1,0,28,1,0,0,11,2,1,0,0,0,-2.070918,1,7.25,4,.4038461,1,0,1,4.903846
3869,1,0,31,1,0,0,12,2,1,0,0,0,-2.608736,4,,,0,1,0,0,5.846154
3871,0,1,30,0,0,1,11,3,0,1,0,0,-1.24166,2,16.83,40,6.711538,1,0,1,10.75
3872,0,1,30,0,0,1,12,2,1,0,0,0,-2.408145,3,8.5,30,9.807693,0,0,1,9.807693
3874,1,0,28,0,0,1,20,3,0,1,0,0,.6886237,1,19.23,40,1.692308,1,0,1,1.692308
3876,0,1,27,0,0,1,8,2,1,0,0,0,-.7803552,2,7.75,15,5.096154,0,0,1,6.307693
3878,0,1,29,1,0,0,17,1,0,0,1,0,1.157697,2,12.5,30,4.134615,0,0,1,4.846154
3879,1,0,27,1,0,0,15,3,0,1,0,0,-1.060801,4,,,0,1,0,0,.25
3881,0,1,28,0,0,1,12,3,0,1,0,0,-.1067832,4,17,50,7.653846,1,0,1,9.576923
3882,0,1,31,0,0,1,13,3,0,1,0,0,.3779645,6,13,40,1.5,0,1,1,9.403846
3883,1,0,30,0,0,1,13,2,1,0,0,0,-.770136,4,15,40,1.442308,0,0,1,3.653846
3884,0,1,27,1,0,0,16,2,1,0,0,0,.4648801,2,14,40,3.057692,0,0,1,3.307692
3885,1,0,28,1,0,0,13,1,0,0,1,0,-.7874569,2,15,40,5.423077,0,1,1,5.423077
3886,0,1,30,1,0,0,7,2,1,0,0,0,-2.327651,5,10,8,.5961539,0,0,1,1.134615
3887,1,0,31,1,0,0,17,1,0,0,1,0,.0103287,3,34.62,40,2.980769,0,0,1,8.884615
3888,0,1,29,1,0,0,13,2,1,0,0,0,-.3586083,2,14.75,40,5.288462,0,1,1,5.769231
3890,1,0,27,0,1,0,12,3,0,1,0,0,-.5685544,3,,,0,0,1,0,5.865385
3891,1,0,30,0,1,0,15,4,0,0,0,1,.251047,5,7.75,25,1,0,0,1,1
3892,0,1,31,0,0,1,10,1,0,0,1,0,-1.639306,3,9,40,1.673077,0,0,1,7.846154
3894,1,0,30,0,0,1,16,1,0,0,1,0,1.556776,3,37.5,40,7.115385,1,0,1,8.903846
3895,0,1,30,0,0,1,16,1,0,0,1,0,1.419426,1,7.25,28,5.096154,0,0,1,5.096154
3896,0,1,27,0,0,1,19,2,1,0,0,0,1.293814,3,16,40,1.769231,0,0,1,1.769231
3897,1,0,29,0,0,1,14,3,0,1,0,0,.3569057,2,10,60,8.769231,0,0,1,8.769231
3899,1,0,30,0,0,1,13,3,0,1,0,0,-.518399,4,23,27,3,1,0,1,10.34615
3900,1,0,29,0,0,1,12,3,0,1,0,0,.3764981,2,25.64,60,4.903846,0,1,1,10.92308
3901,1,0,27,0,0,1,14,3,0,1,0,0,-.1419967,5,,40,.6346154,1,0,0,3.653846
3902,0,1,27,0,0,1,12,2,1,0,0,0,-.59516,1,13.17,40,2.346154,0,0,1,3.884615
3903,0,1,30,0,0,1,14,3,0,1,0,0,.6316828,5,,60,9.769231,0,0,0,9.769231
3904,0,1,30,0,0,1,12,3,0,1,0,0,-.2130021,1,13.4,40,3.923077,0,0,1,3.923077
3905,1,0,31,0,0,1,15,3,0,1,0,0,.465498,3,7.5,8,3.769231,1,0,1,6.5
3906,1,0,27,0,0,1,18,3,0,1,0,0,1.067768,3,19.19,40,3.865385,1,0,1,3.942308
3908,0,1,27,0,0,1,14,8,0,0,0,1,.1862445,3,12,40,.3653846,0,0,1,5.057693
3911,1,0,29,0,0,1,16,3,0,1,0,0,.5913221,5,21.1,24,1.903846,1,0,1,8.673077
3913,1,0,27,0,0,1,10,1,0,0,1,0,-1.170144,5,8.5,20,.4423077,1,0,1,5.730769
3915,0,1,28,0,0,1,14,1,0,0,1,0,-.2348741,1,19.5,40,3.538461,0,0,1,4.903846
3916,1,0,28,0,0,1,13,3,0,1,0,0,1.541452,2,15,25,.1923077,1,0,1,6.980769
3917,0,1,31,0,1,0,11,1,0,0,1,0,-1.633062,4,16.31,40,10.84615,0,0,1,11.78846
3919,1,0,29,1,0,0,8,2,1,0,0,0,-1.988978,3,,,0,0,1,0,5.942307
3920,1,0,27,1,0,0,12,1,0,0,1,0,-1.015897,3,,,0,1,0,0,4.826923
3921,0,1,30,1,0,0,8,2,1,0,0,0,-1.815142,10,,,0,1,0,0,4.442307
3922,1,0,29,1,0,0,9,2,1,0,0,0,-2.477813,9,,,0,0,0,0,6.846154
3925,1,0,28,1,0,0,7,2,1,0,0,0,-2.031837,6,,,0,1,0,0,1.115385
3929,0,1,29,1,0,0,11,2,1,0,0,0,-1.1367,2,14.1,40,5.423077,0,1,1,8.076923
3935,1,0,30,1,0,0,16,2,1,0,0,0,-.2914221,1,9.5,40,2.557692,0,0,1,6.75
3936,0,1,27,0,0,1,11,8,0,0,0,1,.154811,4,11,40,.3461539,1,0,1,8.192307
3938,0,1,29,0,0,1,17,2,1,0,0,0,.6547003,4,13.37,24,5.25,0,0,1,5.25
3939,1,0,29,0,0,1,20,1,0,0,1,0,1.249539,1,12.74,40,.3269231,0,0,1,1.692308
3940,1,0,28,1,0,0,11,8,0,0,0,1,-.0443726,3,9,40,1.596154,1,0,1,5.865385
3941,1,0,27,0,0,1,12,9,0,0,1,0,-1.230849,4,,,0,1,0,0,.3846154
3943,1,0,31,0,0,1,15,3,0,1,0,0,.877448,4,14,50,1.634615,0,0,1,9.192307
3944,0,1,29,0,0,1,19,2,1,0,0,0,2.309072,2,15,40,.7115384,0,0,1,4.076923
3947,0,1,27,0,0,1,12,4,0,0,0,1,-.0331452,6,,,0,0,0,0,8.288462
3949,0,1,30,0,0,1,9,2,1,0,0,0,-1.880878,3,10,35,.0576923,1,0,1,3.307692
3951,0,1,27,1,0,0,12,1,0,0,1,0,-.0591233,1,12,40,.8653846,1,0,1,6.346154
3952,1,0,31,0,0,1,12,8,0,0,0,1,-.0401142,5,17,40,4.461538,1,0,1,13.25
3953,0,1,31,0,0,1,12,2,1,0,0,0,.1777333,2,,,0,0,0,0,2.5
3954,1,0,28,0,0,1,11,3,0,1,0,0,-.7506001,3,7.5,32,1.865385,1,0,1,5.576923
3955,1,0,30,0,0,1,10,3,0,1,0,0,-1.207752,3,14.96,40,4.442307,1,0,1,11.5
3956,0,1,31,1,0,0,14,3,0,1,0,0,.4257737,5,13.5,33,4.019231,1,0,1,13.92308
3957,0,1,30,1,0,0,12,3,0,1,0,0,.1919712,4,20.98,55,11.84615,1,0,1,11.84615
3958,0,1,29,1,0,0,11,2,1,0,0,0,-.2438125,5,9,40,.9230769,1,0,1,5.038462
3959,0,1,29,1,0,0,12,2,1,0,0,0,.1648775,5,,40,2.692308,0,0,0,8.711538
3960,0,1,27,1,0,0,14,1,0,0,1,0,.7771857,3,9,30,5.096154,1,0,1,5.807693
3962,0,1,28,0,0,1,12,3,0,1,0,0,.2564518,3,123.08,50,9.846154,1,0,1,9.846154
3963,1,0,30,0,0,1,17,1,0,0,1,0,.2365892,3,23.26,40,5.634615,1,0,1,5.980769
3965,1,0,27,0,0,1,17,3,0,1,0,0,.801235,2,120,9,.3076923,1,0,1,1.5
3966,1,0,29,0,0,1,15,3,0,1,0,0,1.475298,2,24.18,40,.1923077,0,0,1,7.230769
3967,0,1,29,0,0,1,16,2,1,0,0,0,1.064625,1,19,40,5.173077,0,0,1,5.826923
3970,1,0,31,0,0,1,16,2,1,0,0,0,1.463921,3,,,0,1,0,0,5.673077
3971,1,0,28,0,0,1,14,7,0,0,1,0,1.516734,3,,,0,1,0,0,6.384615
3972,1,0,30,0,0,1,12,3,0,1,0,0,-.1708591,3,9.8,40,2.326923,1,0,1,6.980769
3973,1,0,29,1,0,0,18,2,1,0,0,0,-1.810958,2,19.05,40,5.769231,1,0,1,5.769231
3974,0,1,27,1,0,0,14,2,1,0,0,0,-.867436,2,8,35,.0192308,0,0,1,6.480769
3976,1,0,28,0,0,1,17,2,1,0,0,0,.8089603,3,31,4,6.480769,0,0,1,6.480769
3979,1,0,31,0,0,1,14,8,0,0,0,1,-1.005866,2,17.5,36,8,0,1,1,11.88461
3980,0,1,28,0,0,1,13,2,1,0,0,0,.8404024,2,11.33,40,2.980769,1,0,1,9.538462
3981,0,1,28,0,0,1,11,3,0,1,0,0,-.3322542,2,9,40,.4230769,1,0,1,8.769231
3982,1,0,30,0,0,1,18,3,0,1,0,0,.0151536,3,12.98,40,.7884616,0,0,1,2.326923
3983,1,0,27,0,0,1,13,3,0,1,0,0,1.027995,2,14.42,40,3.019231,1,0,1,8.653846
3984,1,0,29,0,0,1,11,1,0,0,1,0,-1.518808,3,,,0,1,0,0,6.192307
3991,0,1,31,0,0,1,10,2,1,0,0,0,-.3540102,4,10,40,.2692308,0,0,1,11.44231
3992,1,0,31,0,0,1,13,7,0,0,1,0,-.0342807,2,0,42,7.692307,0,1,0,10.28846
3993,0,1,27,0,0,1,10,8,0,0,0,1,-.1477808,2,25,45,1.5,1,0,1,7.903846
3994,0,1,27,0,0,1,12,1,0,0,1,0,.7787837,3,21,40,8.596154,0,0,1,8.596154
3995,0,1,28,0,0,1,12,3,0,1,0,0,-2.463679,7,12.5,40,.9807692,1,0,1,5.557693
3996,0,1,27,0,0,1,9,2,1,0,0,0,-1.407838,8,7.65,33,2.173077,0,0,1,6.153846
3997,0,1,31,0,0,1,12,1,0,0,1,0,-1.085612,3,12.86,35,4.461538,0,1,1,12.88461
4000,1,0,31,0,0,1,16,3,0,1,0,0,.8543826,5,20.75,40,8.153846,0,0,1,8.519231
4002,0,1,29,0,0,1,12,3,0,1,0,0,.7345713,3,27.89,36,5.211538,1,0,1,10.23077
4003,0,1,31,0,0,1,20,3,0,1,0,0,1.799423,3,15.11,70,3.25,0,0,1,3.25
4004,0,1,28,0,1,0,16,2,1,0,0,0,1.088289,3,18,40,3,0,0,1,3
4005,0,1,31,0,0,1,18,2,1,0,0,0,-.1067431,2,16.83,40,1.038462,0,0,1,5.365385
4006,0,1,27,0,1,0,14,2,1,0,0,0,-.2591257,3,24,40,4.461538,0,0,1,8.461538
4008,0,1,28,0,0,1,17,2,1,0,0,0,.9202421,2,25.64,45,3.865385,0,0,1,3.865385
4009,0,1,30,0,0,1,12,3,0,1,0,0,.1627651,3,17,40,8.557693,1,0,1,9.038462
4010,1,0,31,0,0,1,16,3,0,1,0,0,-.0084829,7,,,0,1,0,0,8.153846
4011,0,1,30,0,0,1,18,3,0,1,0,0,1.796692,2,,,0,1,0,0,0
4012,1,0,29,0,0,1,18,2,1,0,0,0,.1186491,2,12.74,40,3.634615,1,0,1,4.557693
4013,0,1,27,0,0,1,16,2,1,0,0,0,.7965494,2,48,50,1.961538,0,0,1,3.788461
4014,0,1,31,0,0,1,12,2,1,0,0,0,.603721,3,10,40,.5769231,0,1,1,12.01923
4015,1,0,27,0,0,1,14,3,0,1,0,0,.2060211,3,,,0,1,0,0,2.442308
4016,0,1,30,0,0,1,12,6,0,0,0,1,1.045508,3,,,0,0,1,0,3.557692
4017,1,0,27,0,0,1,12,3,0,1,0,0,.9097494,3,15.34,40,.7307692,0,0,1,7.057693
4019,1,0,27,0,0,1,15,1,0,0,1,0,.3717029,2,15,40,1,0,0,1,1
4021,0,1,30,0,0,1,12,3,0,1,0,0,.2999239,6,18,40,9.75,1,0,1,9.75
4023,1,0,29,0,0,1,16,2,1,0,0,0,.5266271,3,11.89,45,.7115384,0,0,1,5.807693
4024,1,0,29,1,0,0,17,2,1,0,0,0,.0842452,2,33.33,30,2.192308,0,0,1,5.057693
4025,0,1,29,0,0,1,12,2,1,0,0,0,-.1745941,2,47.4,50,1,0,0,1,6.538462
4026,1,0,30,0,0,1,20,2,1,0,0,0,.9255897,1,10,2,2.346154,0,0,1,2.346154
4028,1,0,30,0,0,1,11,3,0,1,0,0,.3047945,5,5,40,.4423077,1,0,1,7.442307
4030,0,1,30,0,0,1,14,3,0,1,0,0,.4596354,3,,,0,1,0,0,2.326923
4031,0,1,30,0,0,1,12,3,0,1,0,0,.0654767,2,26.42,40,7,1,0,1,7.307693
4032,1,0,31,0,0,1,17,1,0,0,1,0,.601602,2,10.6,40,.1730769,0,0,1,6.153846
4033,0,1,30,0,0,1,14,2,1,0,0,0,-.1057627,2,10,40,3.730769,0,0,1,5.596154
4034,1,0,30,0,0,1,14,4,0,0,0,1,.3354963,1,9.3,15,1.403846,1,0,1,5.769231
4035,1,0,30,0,0,1,10,8,0,0,0,1,-.9192723,3,10,28,1.961538,0,1,1,5.692307
4037,0,1,30,0,0,1,12,1,0,0,1,0,.2356689,3,34.4,50,.9230769,1,0,1,11.65385
4038,0,1,29,0,0,1,14,3,0,1,0,0,.5041102,2,37.5,40,5.75,1,0,1,6.423077
4040,1,0,29,0,0,1,13,3,0,1,0,0,1.968796,4,18.38,45,.3461539,1,0,1,9.826923
4041,0,1,28,0,0,1,17,2,1,0,0,0,1.045606,4,7.05,55,.3461539,0,0,1,4
4042,1,0,31,0,0,1,13,7,0,0,1,0,.5162367,5,7.5,30,.6153846,1,0,1,12
4044,0,1,28,0,0,1,12,1,0,0,1,0,-.9866634,4,12,40,.5,1,0,1,2.846154
4046,1,0,30,1,0,0,15,8,0,0,0,1,-.2864441,2,8.39,30,2.384615,0,1,1,3.5
4047,1,0,27,1,0,0,13,2,1,0,0,0,-.7903965,2,12.03,38,1.961538,1,0,1,1.961538
4048,0,1,31,0,0,1,12,4,0,0,0,1,-3.177846,2,11,40,.1730769,1,0,1,11.13461
4049,1,0,30,0,0,1,15,3,0,1,0,0,.0041855,2,6.5,20,.7884616,1,0,1,6.980769
4051,0,1,30,0,0,1,12,3,0,1,0,0,-.704477,2,18.5,40,5.596154,1,0,1,10.15385
4053,1,0,31,0,0,1,18,7,0,0,1,0,1.345772,3,11,40,.9230769,0,0,1,5.711538
4054,0,1,30,0,1,0,13,2,1,0,0,0,.1529472,8,18.5,40,2.826923,0,0,1,10.44231
4055,1,0,29,0,1,0,12,1,0,0,1,0,-.4962887,8,8.25,20,3.653846,1,0,1,9.692307
4057,0,1,30,0,0,1,12,2,1,0,0,0,.2735671,9,12,40,.6153846,0,0,1,7.096154
4058,1,0,29,0,1,0,12,1,0,0,1,0,-.3415785,9,,,0,1,0,0,7.403846
4059,0,1,27,0,0,1,9,2,1,0,0,0,-.3997993,3,11.11,45,2.865385,0,0,1,6.769231
4060,1,0,28,0,0,1,12,1,0,0,1,0,-.3615398,3,,,0,0,0,0,1.903846
4061,1,0,30,0,0,1,11,3,0,1,0,0,.1181975,9,12.21,40,2.115385,0,1,1,5.634615
4062,1,0,31,0,0,1,16,3,0,1,0,0,1.37793,4,15.38,50,.7884616,0,0,1,5.730769
4063,0,1,30,1,0,0,12,2,1,0,0,0,.2424395,3,16,40,4.846154,0,1,1,6.903846
4064,0,1,30,0,0,1,17,3,0,1,0,0,.8771846,3,40.58,45,4.942307,0,1,1,6.865385
4065,0,1,31,0,0,1,12,1,0,0,1,0,.5743536,6,7.25,20,.9038461,0,0,1,9.461538
4066,0,1,29,0,0,1,11,3,0,1,0,0,-1.5098,6,15.65,40,6.230769,1,0,1,11.78846
4067,1,0,27,0,0,1,12,2,1,0,0,0,.8321719,6,6,50,1,1,0,1,5.480769
4069,1,0,28,1,0,0,11,2,1,0,0,0,-1.936636,6,8,4,.0961538,0,1,1,3.730769
4070,0,1,27,0,0,1,13,3,0,1,0,0,1.374462,3,,,0,0,0,0,0
4072,0,1,30,0,0,1,12,3,0,1,0,0,.9848785,1,17.75,40,4.307693,0,1,1,12.38461
4073,0,1,27,0,0,1,15,3,0,1,0,0,-.638419,2,17.45,40,1.980769,0,0,1,5.557693
4074,1,0,27,0,0,1,15,2,1,0,0,0,.3276085,5,18.9,36,1.019231,0,1,1,3.384615
4075,1,0,28,0,0,1,12,3,0,1,0,0,.9212061,3,,,0,0,0,0,2.711539
4076,1,0,27,0,0,1,12,3,0,1,0,0,-.4156032,3,8.5,40,1.807692,0,0,1,8.596154
4077,0,1,28,0,0,1,13,2,1,0,0,0,-1.609085,3,10.5,40,.7115384,0,0,1,.7115384
4078,1,0,31,0,0,1,12,3,0,1,0,0,-.1008442,2,36.76,40,4.307693,0,1,1,13.28846
4079,0,1,28,0,0,1,12,8,0,0,0,1,-1.215893,2,16.4,50,.2884615,0,0,1,8.480769
4080,0,1,31,0,1,0,12,3,0,1,0,0,.3720424,2,12.43,40,7.057693,1,0,1,8.846154
4081,1,0,29,0,0,1,16,1,0,0,1,0,.3888943,2,23.58,53,3.942308,0,0,1,5.884615
4084,0,1,27,0,1,0,12,2,1,0,0,0,.6759195,3,46,8,.6538461,0,0,1,5.019231
4087,0,1,31,0,0,1,13,3,0,1,0,0,.2389136,4,,50,5.615385,1,0,0,11.76923
4091,1,0,28,1,0,0,12,3,0,1,0,0,-1.114311,4,9,40,.1730769,1,0,1,7.115385
4097,0,1,29,0,0,1,16,3,0,1,0,0,.2554797,2,27,40,6.980769,1,0,1,7.769231
4098,1,0,30,0,0,1,16,3,0,1,0,0,-.3543957,2,10,40,1.461538,1,0,1,8.711538
4099,1,0,31,0,0,1,18,3,0,1,0,0,.9995574,3,21,40,6.75,0,0,1,7.711538
4100,0,1,28,0,0,1,18,3,0,1,0,0,1.160654,3,29.81,40,4.019231,1,0,1,5.423077
4101,0,1,27,0,0,1,18,3,0,1,0,0,1.706408,1,28.85,40,1.134615,0,0,1,2.403846
4103,1,0,30,0,1,0,16,3,0,1,0,0,-.8326578,4,22.31,25,2.153846,1,0,1,4.115385
4104,1,0,28,0,0,1,16,1,0,0,1,0,-.1727144,4,12,40,.8461539,0,0,1,2.884615
4105,1,0,30,0,0,1,16,8,0,0,0,1,-.5250572,2,15,40,1.788462,1,0,1,2.788461
4108,0,1,31,0,0,1,16,8,0,0,0,1,.1942001,3,16.15,50,1.269231,0,0,1,4.5
4109,0,1,28,0,0,1,18,1,0,0,1,0,.7628064,2,14.74,40,5.826923,0,0,1,5.826923
4110,0,1,31,0,0,1,14,2,1,0,0,0,-.317093,2,12,40,7.75,0,0,1,7.75
4111,1,0,29,0,0,1,18,3,0,1,0,0,.9510599,2,,,0,1,0,0,1.769231
4115,1,0,31,0,1,0,10,3,0,1,0,0,-1.349517,7,21,50,1.211538,0,0,1,11.19231
4118,1,0,31,0,0,1,17,3,0,1,0,0,.9894058,2,,,0,1,0,0,5.769231
4119,0,1,30,0,0,1,11,8,0,0,0,1,-2.167641,4,9,40,.4807692,0,1,1,6.807693
4120,0,1,31,0,0,1,10,3,0,1,0,0,.0137522,4,22.65,45,1.384615,0,1,1,11.96154
4122,1,0,31,0,0,1,8,7,0,0,1,0,-1.060069,3,,,0,0,1,0,3.423077
4123,0,1,31,0,1,0,15,3,0,1,0,0,-.9328564,3,12.05,40,3.692308,0,1,1,8.596154
4124,1,0,29,0,1,0,16,4,0,0,0,1,.5879494,3,12.38,20,1.326923,1,0,1,5.826923
4125,0,1,30,0,1,0,13,1,0,0,1,0,.6557684,8,9,50,.0576923,0,0,1,1.211538
4126,0,1,29,0,1,0,14,3,0,1,0,0,.3107012,8,,,0,0,0,0,.3653846
4127,1,0,27,0,1,0,12,2,1,0,0,0,-1.245126,7,7.25,35,1.923077,0,0,1,4.769231
4128,0,1,27,0,0,1,15,3,0,1,0,0,.5621925,5,3.03,15,2.538461,1,0,1,3
4129,0,1,28,0,0,1,11,2,1,0,0,0,.8226277,5,14.26,37,9.5,0,0,1,10.65385
4130,1,0,28,0,0,1,12,3,0,1,0,0,.1769445,6,,,0,1,0,0,6.346154
4131,0,1,31,0,0,1,13,2,1,0,0,0,1.497029,2,17,40,2,1,0,1,12.75
4132,1,0,29,0,0,1,17,3,0,1,0,0,.8551822,4,31,12,6.192307,1,0,1,6.480769
4133,0,1,28,0,0,1,20,2,1,0,0,0,.2329598,4,9.92,70,.2307692,0,0,1,.2307692
4135,1,0,27,0,0,1,17,3,0,1,0,0,-.5256221,4,8.5,17,.3653846,0,0,1,2.192308
4136,1,0,30,0,0,1,20,3,0,1,0,0,2.003199,3,58.14,40,1,0,0,1,4.461538
4137,1,0,28,0,0,1,18,3,0,1,0,0,1.457859,3,25,40,3.692308,0,0,1,3.692308
4139,0,1,28,0,0,1,18,3,0,1,0,0,1.240728,3,29.07,40,.7692308,1,0,1,4.807693
4140,1,0,28,0,0,1,12,3,0,1,0,0,.8671793,2,10,40,7.423077,0,0,1,9.115385
4141,1,0,30,0,0,1,15,3,0,1,0,0,.5458347,7,15.5,37,3.038461,1,0,1,7.076923
4142,0,1,28,0,0,1,13,2,1,0,0,0,-.1323681,7,7.75,25,3.980769,0,0,1,8.692307
4143,1,0,29,0,0,1,16,3,0,1,0,0,-.4286921,1,26.73,45,3.615385,1,0,1,4.365385
4144,0,1,30,0,0,1,12,8,0,0,0,1,.1219399,5,12.5,60,1.019231,0,1,1,11.17308
4145,1,0,27,0,0,1,16,3,0,1,0,0,.635688,3,16.15,50,4.557693,0,0,1,4.865385
4146,1,0,31,0,1,0,16,1,0,0,1,0,1.92134,6,13.5,40,.5961539,1,0,1,5.096154
4147,1,0,30,0,1,0,14,1,0,0,1,0,1.491264,7,13.31,40,.9807692,1,0,1,7.153846
4148,1,0,29,0,0,1,16,3,0,1,0,0,-1.153634,3,11,40,.0384615,0,0,1,2.730769
4149,0,1,31,0,0,1,16,1,0,0,1,0,1.217017,3,40,44,2.384615,0,0,1,7.519231
4150,0,1,30,0,0,1,13,1,0,0,1,0,.7730362,3,16.5,40,1.25,0,0,1,8.480769
4153,0,1,27,0,0,1,17,2,1,0,0,0,.1995849,4,8.31,70,1.384615,0,0,1,2.865385
4156,0,1,28,0,0,1,12,2,1,0,0,0,-.1720686,2,12.21,40,8.403846,0,0,1,8.576923
4158,0,1,29,0,0,1,16,1,0,0,1,0,1.872433,3,16.83,40,1.096154,0,0,1,6.596154
4159,1,0,29,0,0,1,18,3,0,1,0,0,1.28738,2,27.78,45,4.269231,0,0,1,6.211538
4160,0,1,31,0,0,1,18,3,0,1,0,0,1.332807,3,36.71,55,3.211539,1,0,1,6.653846
4161,0,1,27,0,0,1,16,2,1,0,0,0,.2707779,3,28.85,60,1.75,0,0,1,2.653846
4163,1,0,31,0,0,1,16,3,0,1,0,0,1.215383,4,,35,.2884615,0,1,0,8.692307
4165,0,1,28,0,0,1,13,2,1,0,0,0,1.409533,3,76.92,15,.2884615,0,0,1,7.961538
